Time,Cell Name,Value
1083.9497392578126, C002, 36.63277
1155.4838674316406, C002, 32.51361
1166.3738393554688, C002, 36.08899
1192.2500112304688, C002, 17.20128
1205.9374072265625, C002, 56.67105
1230.7145913085938, C002, 25.69055
1234.5110952148439, C002, 105.3773
1299.3513872070312, C002, 33.65513
1349.9048352050781, C002, 98.63878
1403.9550634765626, C002, 106.3475
1404.4546032714843, C002, 36.62957
1545.924331298828, C002, 18.19163
1552.0187192382812, C002, 37.51495
1616.6591953125, C002, 45.2636
1639.138495361328, C002, 45.09518
1688.1933234863282, C002, 76.78275
1778.5101552734375, C002, 56.77424
1815.9756552734375, C002, 42.27021
1818.5732634277344, C002, 103.2872
108.9475673828125, C003, 21.57952
150.80901928710938, C003, 37.73005
153.0069951171875, C003, 49.63779
223.34222729492188, C003, 114.0954
232.03422338867188, C003, 20.52353
319.85335546875, C003, 60.99292
320.3528952636719, C003, 48.31697
324.34921533203124, C003, 53.13041
332.3418552246094, C003, 105.1418
387.29125537109377, C003, 23.4219
391.2875751953125, C003, 11.70153
430.95105126953126, C003, 94.1566
488.7977834472656, C003, 11.13851
530.7591423339844, C003, 13.73203
541.3493913574218, C003, 37.20089
542.2485632324219, C003, 85.69352
564.0285073242187, C003, 21.641
603.4921672363281, C003, 55.82418
646.0529750976563, C003, 16.15556
658.6413835449218, C003, 124.483
685.2169113769531, C003, 67.69942
697.7054111328125, C003, 98.74363
704.8987873535157, C003, 79.56216
736.4697153320312, C003, 50.48928
743.9628154296875, C003, 127.8348
807.704119140625, C003, 94.68001
849.4656633300781, C003, 77.04796
852.86253515625, C003, 92.83149
900.6185593261719, C003, 26.25046
972.6522275390626, C003, 22.28623
980.8446833496093, C003, 75.49915
985.540359375, C003, 11.94609
1059.2724633789062, C003, 44.06404
1075.2577434082032, C003, 11.49736
1098.5363073730468, C003, 78.58363
1100.734283203125, C003, 114.3222
1132.50502734375, C003, 97.73492
1136.0018071289062, C003, 119.2575
1153.2858913574219, C003, 97.21882
1225.0198352050782, C003, 86.14368
1231.8135793457031, C003, 60.96171
1274.5742033691406, C003, 114.0881
1332.420935546875, C003, 82.83392
1348.4062153320313, C003, 59.52144
1371.8845954589844, C003, 38.80473
1391.7662873535157, C003, 57.75424
1444.3178955078124, C003, 65.57027
1519.3488032226562, C003, 33.9562
1667.8120913085938, C003, 120.1708
1695.38669921875, C003, 21.70811
1714.0694951171874, C003, 48.715
1748.637663330078, C003, 63.56294
1792.3973671875, C003, 94.1679
12.63625537109375, C004, 56.47615
23.0266875, C004, 18.36554
36.71408325195313, C004, 69.73645
37.61325537109375, C004, 16.03626
39.31169140625, C004, 96.15398
76.47746728515625, C004, 76.59975
114.54241552734375, C004, 17.3569
115.14186328125, C004, 38.93896
117.33983935546875, C004, 95.11858
137.62116333007813, C004, 62.09373
150.00975537109375, C004, 21.68195
152.00791528320312, C004, 70.68126
181.68059130859376, C004, 68.07106
212.95179541015625, C004, 66.18498
248.11941137695314, C004, 16.48576
258.01030322265626, C004, 18.76057
305.1668791503906, C004, 56.66534
305.5665114746094, C004, 31.25102
313.4592434082031, C004, 94.20248
327.1466394042969, C004, 36.55192
338.3363352050781, C004, 115.1634
358.91738330078124, C004, 27.70133
363.41324340820313, C004, 15.63548
420.7604353027344, C004, 62.16595
462.72179541015623, C004, 24.43712
506.4814992675781, C004, 19.57552
539.3512314453125, C004, 30.2637
556.2356833496094, C004, 16.0913
566.2264833984375, C004, 53.93978
608.7872912597657, C004, 16.15701
628.7688913574219, C004, 90.87266
633.0649353027344, C004, 49.22812
655.8439594726563, C004, 83.49057
666.4342072753906, C004, 54.01237
668.5322751464844, C004, 102.455
691.0115751953125, C004, 54.64997
721.9830554199219, C004, 104.4022
735.0710031738281, C004, 126.3099
742.4641953125, C004, 60.30282
790.4200354003906, C004, 84.76217
792.0185632324219, C004, 74.1602
799.3118471679687, C004, 67.3493
815.1972194824219, C004, 54.37223
816.396115234375, C004, 74.23383
857.5582114257812, C004, 50.10981
899.9192033691406, C004, 35.32464
911.9081633300781, C004, 69.12585
949.5734792480469, C004, 36.03365
996.3304233398437, C004, 65.78106
1034.395370361328, C004, 16.06671
1047.982859375, C004, 44.13768
1063.4685993652345, C004, 34.94715
1089.9442194824219, C004, 33.87791
1101.0340073242187, C004, 22.37959
1103.7315231933594, C004, 40.02792
1109.7260034179687, C004, 28.01212
1115.1210354003906, C004, 113.3038
1137.1007954101563, C004, 16.78757
1139.4985874023437, C004, 21.39336
1139.8982194824218, C004, 23.36344
1175.2656513671875, C004, 70.68226
1186.5552553710938, C004, 105.1021
1186.9548874511718, C004, 21.08917
1221.0235153808594, C004, 51.24456
1222.721951171875, C004, 52.11565
1232.8126591796874, C004, 69.61586
1257.2901193847656, C004, 43.37859
1272.675951171875, C004, 65.47438
1280.3688674316406, C004, 32.54391
1291.358747314453, C004, 120.5154
1302.44853515625, C004, 91.24172
1303.2477993164061, C004, 49.85474
1303.9471552734376, C004, 49.86441
1312.139611328125, C004, 16.85743
1313.1386911621094, C004, 78.99341
1357.897475341797, C004, 45.94667
1376.3804553222656, C004, 18.03399
1376.780087158203, C004, 18.60937
1411.2483474121093, C004, 44.29235
1448.6139392089844, C004, 79.78718
1473.2912153320312, C004, 42.53766
1480.6844072265626, C004, 26.63245
1515.0527595214844, C004, 50.82898
1541.3285632324219, C004, 40.67205
1557.11402734375, C004, 54.66059
1605.3695913085937, C004, 37.71119
1619.4566193847656, C004, 15.26901
1651.8268112792969, C004, 30.8183
1652.5261674804688, C004, 73.09023
1655.6233154296874, C004, 77.06316
1656.3226711425782, C004, 18.8613
1658.520647216797, C004, 79.95652
1660.7186235351562, C004, 53.59493
1702.6799833984376, C004, 53.02512
1718.165723388672, C004, 19.50949
1722.0621352539063, C004, 55.9376
1730.4544072265626, C004, 17.17694
1733.9511875, C004, 37.3956
1743.9419873046875, C004, 42.13839
1745.0409753417969, C004, 34.02109
1785.70353125, C004, 66.47014
1822.169951171875, C004, 20.09264
10.438279541015625, C005, 51.03064
13.335611328125, C005, 111.2559
19.82963134765625, C005, 57.76743
123.63404321289063, C005, 24.27366
157.9024873046875, C005, 30.13333
221.04434326171875, C005, 12.43773
276.0936513671875, C005, 28.911
300.0715712890625, C005, 13.28368
306.96522338867186, C005, 55.21251
367.909103515625, C005, 31.18406
370.2069873046875, C005, 20.61609
374.50303125, C005, 86.91571
397.581779296875, C005, 27.11062
398.0813193359375, C005, 13.0495
461.82262329101565, C005, 38.0816
865.5508513183594, C005, 55.41282
1126.9101794433593, C005, 71.04724
1149.5892954101562, C005, 59.74107
1209.8338193359375, C005, 49.57958
1570.7015151367189, C005, 42.45023
1706.0768552246093, C005, 51.11241
1780.6082231445312, C005, 12.72368
110.8458193359375, C006, 13.75498
167.893287109375, C006, 15.45424
297.97350341796874, C006, 10.42413
321.3519753417969, C006, 9.913586
395.98325146484376, C006, 11.87728
396.9823312988281, C006, 9.538474
426.85482348632814, C006, 10.21133
432.14994750976564, C006, 13.12125
721.28369921875, C006, 9.789104
763.7445993652344, C006, 21.95665
905.9136831054687, C006, 9.771523
906.4132233886719, C006, 10.55304
952.0711794433594, C006, 10.33463
978.2470754394532, C006, 29.78499
1034.395370361328, C006, 44.6111
1046.1845153808595, C006, 9.856807
1195.6468833007812, C006, 10.55956
1364.3914953613282, C006, 10.23606
1474.8897434082032, C006, 10.63109
1655.0238674316406, C006, 21.39334
1794.7951594238282, C006, 16.2488
37.61325537109375, C007, 20.09852
50.601295166015625, C007, 71.11414
107.54885522460937, C007, 108.7977
111.94480737304687, C007, 12.44096
131.4268671875, C007, 14.49578
184.8776474609375, C007, 90.89088
193.66955151367188, C007, 72.81375
211.7528994140625, C007, 70.41913
257.01122241210936, C007, 20.45959
260.80772729492185, C007, 51.07931
264.80404638671877, C007, 55.32741
265.4034953613281, C007, 37.12458
305.2667873535156, C007, 47.12722
307.4647634277344, C007, 37.95082
323.94958325195313, C007, 58.09631
363.71296752929686, C007, 65.46353
377.30045532226563, C007, 34.20042
425.9556513671875, C007, 10.92725
460.32400317382815, C007, 58.3299
544.3466313476563, C007, 13.02026
606.089775390625, C007, 59.88293
843.5710913085937, C007, 25.1567
970.4542512207031, C007, 57.11036
993.4330915527344, C007, 43.85873
994.0325393066406, C007, 60.83234
997.1296872558594, C007, 24.85451
999.927111328125, C007, 48.825
1022.006779296875, C007, 53.83444
1108.8268312988282, C007, 63.56234
1215.128943359375, C007, 18.96811
1238.507415283203, C007, 11.09593
1250.296559326172, C007, 46.55824
1266.481655517578, C007, 49.61665
1341.2128393554688, C007, 12.83766
1382.5747514648438, C007, 52.61684
1424.0365712890625, C007, 38.89221
1456.806395263672, C007, 88.87614
1557.4137514648437, C007, 44.57568
1573.8985712890626, C007, 61.05307
1615.8599311523437, C007, 70.84064
1693.488447265625, C007, 47.54985
1729.2555112304688, C007, 21.93016
1752.134443359375, C007, 79.69596
1813.4779553222656, C007, 66.99739
20.928619384765625, C008, 21.80335
30.220063232421875, C008, 42.60634
117.33983935546875, C008, 40.34629
181.68059130859376, C008, 30.03046
201.86200732421875, C008, 42.29352
220.64471118164062, C008, 21.98226
258.01030322265626, C008, 20.64861
318.8542751464844, C008, 73.73651
322.2511472167969, C008, 92.42618
338.5361513671875, C008, 35.5519
358.91738330078124, C008, 28.91496
447.83550341796877, C008, 30.69916
462.72179541015623, C008, 19.48804
505.08278735351564, C008, 27.06424
506.68131518554685, C008, 47.97029
764.4439553222657, C008, 36.84499
889.42886328125, C008, 36.52183
892.0264714355469, C008, 34.96144
949.6733872070313, C008, 24.74233
969.3552631835937, C008, 25.78625
1000.92619140625, C008, 27.71884
1090.1440354003905, C008, 25.03692
1103.7315231933594, C008, 20.24265
1139.9981271972656, C008, 33.58313
1181.2601313476562, C008, 28.69788
1257.2901193847656, C008, 28.94629
1280.468775390625, C008, 44.55957
1424.0365712890625, C008, 21.85496
1464.1995874023437, C008, 87.38453
1502.963891357422, C008, 39.97022
1506.6604873046874, C008, 22.5863
1733.9511875, C008, 20.03015
1760.9263474121094, C008, 20.21256
1799.0912033691407, C008, 21.92041
1802.3881674804688, C008, 41.96443
10.837911376953125, C009, 39.77257
61.99080737304688, C009, 46.19518
62.98988720703125, C009, 53.54031
118.23901123046875, C009, 17.09815
123.13450341796874, C009, 32.25665
141.21785131835938, C009, 69.25586
142.5166552734375, C009, 12.96939
143.0161953125, C009, 29.6679
160.10046337890626, C009, 17.01483
160.60000317382813, C009, 20.30673
162.99779541015624, C009, 12.23055
167.39374731445312, C009, 12.21097
223.64195141601562, C009, 11.62971
243.024103515625, C009, 13.39619
247.22023950195313, C009, 14.41646
249.51812353515626, C009, 11.94109
298.5729514160156, C009, 9.850999
321.8515153808594, C009, 45.85139
326.84691528320315, C009, 25.47142
345.1300793457031, C009, 51.85181
358.41784326171876, C009, 36.74449
450.63292724609374, C009, 43.23752
463.4211513671875, C009, 20.12827
465.3194035644531, C009, 33.16568
468.71627514648435, C009, 15.54716
469.1159072265625, C009, 15.34838
472.512779296875, C009, 16.43282
473.11222729492187, C009, 16.94971
514.1744152832031, C009, 20.81311
524.7646633300782, C009, 16.80119
538.9515993652344, C009, 58.8651
565.3273112792969, C009, 10.51798
624.1731232910156, C009, 51.36104
676.22519140625, C009, 11.67215
754.1534311523437, C009, 10.14279
769.6391713867188, C009, 16.65019
771.1377915039062, C009, 48.43278
781.3284072265625, C009, 16.03856
892.7258271484375, C009, 61.96607
893.8248154296875, C009, 35.41613
899.6194792480469, C009, 19.07148
921.6991472167969, C009, 23.12407
923.99703125, C009, 49.31853
924.7962954101563, C009, 41.35207
939.8824033203125, C009, 38.3213
940.381943359375, C009, 32.17109
946.7760554199219, C009, 15.61144
960.8630834960937, C009, 23.34341
965.2590354003906, C009, 33.32215
1127.1099953613282, C009, 12.23624
1184.8568193359374, C009, 13.60358
1308.642831298828, C009, 10.51684
1351.902995361328, C009, 61.65812
1368.387815185547, C009, 13.76544
1368.6875393066407, C009, 14.51034
1370.8855151367188, C009, 27.10254
1455.6074995117187, C009, 11.1575
1460.103359375, C009, 11.38346
1581.9911193847656, C009, 46.11935
1619.8562512207031, C009, 12.30589
1620.9552392578125, C009, 21.26823
1639.338311279297, C009, 43.99759
1685.79553125, C009, 18.17192
1759.8273591308593, C009, 13.77708
1781.2076713867189, C009, 28.14011
1784.404727294922, C009, 38.91259
1796.6934113769532, C009, 14.24718
76.1777431640625, C010, 37.44198
77.17682348632812, C010, 37.75401
107.34903930664062, C010, 11.40657
132.4259462890625, C010, 26.89158
139.01987524414062, C010, 64.80923
143.5157353515625, C010, 42.74007
144.31499926757812, C010, 55.93877
184.8776474609375, C010, 16.06352
193.66955151367188, C010, 13.51988
211.8528073730469, C010, 13.15465
256.7114992675781, C010, 33.28892
260.80772729492185, C010, 12.36855
294.97626342773435, C010, 28.07121
324.1493994140625, C010, 13.11053
339.1355993652344, C010, 36.32836
343.9311833496094, C010, 48.3684
361.6148994140625, C010, 12.68092
538.4520593261718, C010, 28.41156
539.3512314453125, C010, 39.28668
580.7131433105469, C010, 33.25919
596.9981472167968, C010, 40.97218
634.9631872558593, C010, 18.35364
659.3407392578125, C010, 44.11769
663.1372434082032, C010, 49.29309
714.9894953613282, C010, 82.18741
717.7869194335938, C010, 64.23258
784.8251872558594, C010, 33.22973
786.9232551269531, C010, 36.08183
877.2400874023438, C010, 14.2286
889.9284033203126, C010, 66.96921
928.5927993164063, C010, 16.39031
929.1922473144531, C010, 21.88757
965.2590354003906, C010, 31.55782
965.6586674804687, C010, 21.79609
1085.8479912109376, C010, 32.39674
1086.7471633300781, C010, 49.09566
1129.907419189453, C010, 17.48253
1166.5736555175781, C010, 39.60359
1189.0529553222657, C010, 41.03053
1250.1966513671875, C010, 26.89381
1261.8858874511718, C010, 19.48755
1276.4724553222657, C010, 24.60122
1404.3546953125, C010, 23.21877
1410.9486232910156, C010, 53.25879
1456.806395263672, C010, 12.98838
1541.9280112304687, C010, 45.46967
1587.2862431640624, C010, 13.5637
1641.236563232422, C010, 64.49307
1670.6095151367188, C010, 48.99568
1697.384859375, C010, 45.06792
1726.557995361328, C010, 41.18112
1752.134443359375, C010, 11.26415
17.132115478515626, C011, 14.74748
88.96596728515625, C011, 11.00592
272.5968713378906, C011, 23.95588
361.115359375, C011, 43.752
404.1757072753906, C011, 29.00093
500.58692724609375, C011, 41.75284
604.8908793945312, C011, 10.89188
621.5755153808594, C011, 42.32057
647.8513193359375, C011, 20.99095
733.4724753417969, C011, 39.43803
751.9554553222656, C011, 19.52415
784.4255551757813, C011, 30.54416
798.3127673339844, C011, 23.69948
802.6088115234375, C011, 56.34513
834.2796474609376, C011, 15.82554
978.6467072753907, C011, 28.07571
990.1361271972656, C011, 13.16401
1060.471359375, C011, 12.19793
1095.1394353027345, C011, 43.38323
1124.4124794921875, C011, 11.89308
1129.7076032714845, C011, 40.85124
1133.3042912597657, C011, 43.2759
1197.744951171875, C011, 10.38445
1207.43602734375, C011, 39.99714
1265.982115234375, C011, 66.64119
1267.1810112304688, C011, 24.17158
1325.3274672851562, C011, 40.02159
1446.0163312988282, C011, 47.40635
1506.4606711425781, C011, 23.85963
1566.9050112304687, C011, 34.30024
1592.681275390625, C011, 45.12661
1678.8019711914062, C011, 30.01859
1698.4838474121093, C011, 26.15741
1727.8567993164063, C011, 30.96936
1799.0912033691407, C011, 64.10628
0.547387451171875, C012, 34.21056
2.54554736328125, C012, 43.70128
29.7205234375, C012, 12.66707
31.718683349609375, C012, 28.1594
56.29605126953125, C012, 25.36598
60.69200317382813, C012, 35.63934
94.4609072265625, C012, 48.56098
104.1519833984375, C012, 30.83706
168.093103515625, C012, 20.97541
238.92787524414064, C012, 33.87309
239.32750732421874, C012, 14.37546
257.2110383300781, C012, 21.3765
315.25758715820314, C012, 17.35511
344.43072314453127, C012, 27.88179
357.2189475097656, C012, 28.04931
362.21434741210936, C012, 22.72703
364.91186328125, C012, 23.53525
375.3022951660156, C012, 26.84082
378.8989833984375, C012, 16.04194
387.69088720703127, C012, 32.88676
390.5882194824219, C012, 22.87997
424.9565712890625, C012, 44.35994
426.45519140625, C012, 12.46928
470.61452734375, C012, 37.57289
476.60900732421874, C012, 27.80338
507.4805793457031, C012, 30.73639
526.6629143066406, C012, 37.69007
544.7462631835938, C012, 20.80216
551.8397312011718, C012, 50.99301
553.6380754394531, C012, 53.03292
556.0358671875, C012, 50.06043
566.8259313964844, C012, 15.27689
580.7131433105469, C012, 24.77112
582.7113032226563, C012, 20.69851
584.8093713378906, C012, 41.4585
599.395939453125, C012, 34.299
600.295111328125, C012, 12.42429
616.4802072753906, C012, 15.62223
622.0750554199219, C012, 18.78047
640.7578513183594, C012, 13.01521
651.0483754882813, C012, 49.90117
654.3453393554687, C012, 13.42237
675.3260192871094, C012, 58.38345
703.3002592773438, C012, 66.1487
703.7997993164063, C012, 14.23613
731.0746831054687, C012, 59.47468
739.56686328125, C012, 41.06114
740.9655751953125, C012, 20.65242
752.3550874023438, C012, 27.80977
761.4467153320312, C012, 25.62479
770.6382514648437, C012, 15.63322
780.928775390625, C012, 21.42192
784.9250954589844, C012, 35.09642
808.7031994628907, C012, 27.07758
832.4813032226563, C012, 31.84272
837.0770712890625, C012, 13.56191
840.5738513183594, C012, 19.55515
862.553611328125, C012, 31.97223
874.142939453125, C012, 13.23018
894.6240793457031, C012, 21.32884
969.5550793457031, C012, 33.23815
971.4533312988282, C012, 15.33188
981.2443154296875, C012, 19.38666
991.4349313964843, C012, 26.01811
993.2332751464844, C012, 29.76495
1015.9123911132813, C012, 24.20511
1060.271542236328, C012, 56.91307
1060.7710825195313, C012, 21.75961
1069.2632622070312, C012, 29.52434
1096.4382392578125, C012, 28.54423
1098.436399169922, C012, 22.96949
1101.2338232421876, C012, 14.36389
1125.111835205078, C012, 14.22153
1132.604935546875, C012, 21.71841
1134.0036474609376, C012, 27.23808
1141.4967473144532, C012, 56.07391
1142.5957353515626, C012, 16.00113
1152.8862592773437, C012, 43.44393
1154.6846032714843, C012, 40.57033
1161.6781633300782, C012, 41.7051
1163.0768752441406, C012, 18.84342
1163.6763232421874, C012, 13.65122
1178.4627072753906, C012, 31.50496
1190.4516672363281, C012, 16.87469
1194.4479873046876, C012, 57.19657
1220.3241594238282, C012, 23.27528
1223.4213073730468, C012, 19.5572
1225.8190991210938, C012, 53.99522
1252.49453515625, C012, 20.02659
1255.2919592285157, C012, 28.66708
1293.856447265625, C012, 31.59381
1298.1524914550782, C012, 49.14621
1311.0406232910157, C012, 31.29184
1311.739979248047, C012, 29.01206
1362.6930593261718, C012, 16.56552
1379.1778793945311, C012, 13.31404
1384.872635498047, C012, 50.0037
1385.2722673339845, C012, 19.34062
1391.1668393554687, C012, 27.2378
1405.6534995117188, C012, 13.01642
1408.6507392578126, C012, 13.46661
1435.0264514160156, C012, 21.66431
1444.1180791015624, C012, 62.72344
1456.0071313476562, C012, 23.24068
1460.5029912109376, C012, 30.63003
1470.693607421875, C012, 13.46192
1474.2902954101562, C012, 57.73767
1543.3267233886718, C012, 20.67743
1571.3009633789063, C012, 42.9862
1581.3916711425782, C012, 14.10876
1587.2862431640624, C012, 26.55053
1613.76186328125, C012, 14.42895
1623.3530314941406, C012, 25.79934
1638.0395073242187, C012, 37.46238
1655.0238674316406, C012, 21.66548
1659.0201875, C012, 23.28599
1665.8139311523437, C012, 31.75308
1668.111815185547, C012, 62.63406
1676.803811279297, C012, 24.75728
1725.4590073242186, C012, 40.12393
1749.0372954101563, C012, 22.32133
1769.7182512207032, C012, 16.61108
1771.1169633789063, C012, 29.19934
1784.0050952148438, C012, 25.76644
1810.5806235351563, C012, 13.04615
1811.2799792480469, C012, 25.0808
1823.9682954101563, C012, 22.32434
0.847111328125, C013, 71.16103
505.3825114746094, C013, 32.82057
612.0842553710937, C013, 30.11909
698.4047673339844, C013, 37.98744
863.3528752441406, C013, 31.1737
939.6825874023438, C013, 63.72118
1078.7545234375, C013, 33.35004
1115.4207592773437, C013, 23.58878
1408.2511071777344, C013, 43.75287
1431.229947265625, C013, 31.93001
1473.890663330078, C013, 31.4146
1529.1397873535157, C013, 42.78185
1588.6849553222655, C013, 20.50157
1639.737943359375, C013, 13.27546
1753.7329711914062, C013, 30.16434
1755.7311313476562, C013, 18.79328
1788.60086328125, C013, 32.72404
230.33578735351563, C014, 8.110699
361.6148994140625, C014, 19.27762
391.3874833984375, C014, 15.60763
391.6872072753906, C014, 19.3345
507.4805793457031, C014, 21.31037
691.3112993164062, C014, 7.483394
726.2790993652344, C014, 50.15291
727.5779033203125, C014, 9.76124
786.9232551269531, C014, 35.35323
823.8892153320312, C014, 42.01353
832.9808432617187, C014, 31.08137
837.2768872070312, C014, 80.23096
842.5720112304688, C014, 9.326984
956.7668552246093, C014, 7.953677
988.4376911621093, C014, 56.03723
1101.0340073242187, C014, 30.22783
1250.4963752441406, C014, 52.89264
1356.3988552246094, C014, 7.549658
1400.3583752441407, C014, 42.27472
1469.5946193847656, C014, 16.82079
1508.1591071777343, C014, 9.994978
1553.2176154785157, C014, 45.97119
1767.8199992675782, C014, 13.12877
1796.7933193359374, C014, 28.36346
1815.9756552734375, C014, 24.45691
88.86605932617188, C015, 10.07242
181.3808671875, C015, 22.82194
286.184359375, C015, 22.64888
301.0706513671875, C015, 21.30161
451.5320993652344, C015, 20.78293
506.4814992675781, C015, 24.08188
508.08002734375, C015, 33.8071
547.2439633789063, C015, 7.839373
549.1422153320312, C015, 38.79099
611.8844392089844, C015, 16.99844
655.4443273925781, C015, 37.71667
662.3379792480468, C015, 40.99636
700.3030192871094, C015, 12.47494
838.3758752441406, C015, 23.91171
866.4500234375, C015, 22.39952
890.5278513183594, C015, 23.95252
1011.9160712890625, C015, 44.71775
1053.6776142578126, C015, 35.76377
1226.0189152832031, C015, 17.07729
1256.5907634277344, C015, 8.442888
1303.6474313964843, C015, 10.44654
